cpu,mem,db_conn
22.851697519848752,34.452497318560496,22.0
23.960669115678712,34.97076177857306,20.0
25.79250845953419,35.2970639302451,25.0
23.814922113207615,35.19130698864981,11.0
20.50302342501624,35.864668253144316,15.0
25.18830534853647,36.67655969299555,15.0
21.62131500870817,35.76959337357153,18.0
26.052689941208996,35.88616186718264,29.0
21.695473742717304,31.808432207379944,19.0
28.923602017390916,35.06644465775824,27.0
21.74238181971146,35.91733914826556,12.0
22.942663240367498,36.40776650619323,18.0
26.164542046359564,33.55596922405195,35.0
19.845050503709565,33.61260690845302,30.0
24.03226130537144,33.77172838380249,15.0
27.082207905017825,35.98123308128032,21.0
18.147963809384642,36.963876010134896,23.0
23.33276083376278,34.06813729665631,31.0
23.36584187935638,36.685162781645076,25.0
24.737961907471757,35.10161760731644,21.0
18.486983989616924,34.59074773882465,30.0
18.040930007964878,34.40045600388187,21.0
23.371787375793023,36.29959874408081,9.0
22.499857169374117,35.43993221333555,15.0
22.1626786316363,39.32207976334375,17.0
22.252277178797225,33.04688658052941,19.0
18.974105698430545,35.76770384249703,20.0
21.511782609085703,33.65252370340977,22.0
21.494754594195175,32.95104096109135,19.0
18.2727523702538,34.64583713024194,19.0
25.81323329069523,34.919503533833414,15.0
21.437425291900233,40.45764711551947,28.0
16.242026439061515,34.22878773568898,17.0
21.585681780849136,32.311782985443756,25.0
16.492213555042234,35.092508569117186,24.0
21.577983476518703,30.370843369386055,18.0
22.493300799571124,34.30913992952861,21.0
16.356644486026692,34.49733207911836,27.0
21.510469715020697,36.026012609057304,19.0
19.660885839377013,36.35489342783759,15.0
20.69155623157487,33.37065809080365,30.0
23.719297218615143,34.046033677070426,25.0
17.097084848117593,32.78380517202303,17.0
15.37723829995856,32.028032477006334,20.0
14.776045690855117,34.87138850785353,16.0
14.804322441872447,31.671204910683656,23.0
16.82871174760201,33.35524015284876,15.0
17.892912333420227,32.15961016164267,15.0
17.510220515782716,35.21414015896315,15.0
18.973717470211874,37.68180676482446,18.0
16.34459609018895,31.43930605349129,16.0
20.481093052054646,30.299348876518206,16.0
15.142972478841964,33.71789006143967,23.0
23.915527804933028,33.96071747448021,18.0
17.451797610346492,34.3276845979542,33.0
12.82486818246117,32.95816119407569,16.0
12.007050044463234,33.409358186985145,13.0
16.492443516561107,34.50489676156397,21.0
14.20191857046521,35.80938784617328,18.0
16.84364007319134,29.776496066036525,31.0
15.952802403027762,32.906206251648975,22.0
14.148240421025681,34.028624859745186,11.0
11.662236868507357,31.72141455473275,13.0
9.496286087864767,36.97550968826056,15.0
12.541876234371747,32.19760539930889,23.0
16.293658152177485,33.34055258641747,22.0
14.212293811851524,34.489360096440336,21.0
9.680918962814987,32.14839656873701,29.0
13.788433454117929,29.59094983763347,26.0
14.278290547346772,32.37940353300266,30.0
10.326964804088547,35.2477046225266,18.0
13.29871962659688,32.46664593375314,29.0
12.874042546945006,31.398689574291286,23.0
9.135297717065384,34.89354153642509,17.0
13.505337127965568,32.33081092847368,16.0
13.985122171464464,31.921735146044846,15.0
15.425794657259305,33.19020531511216,27.0
15.21504865853074,34.381578158793225,20.0
7.800814410296322,37.55184565042218,21.0
9.00375376961053,34.39079596494217,17.0
13.24901406551227,35.00348130005541,19.0
13.13526381723468,31.618927248450955,21.0
13.0324090495624,30.525770647168372,20.0
22.94222546885676,32.64841404082341,18.0
12.996913807943619,32.68394132356964,16.0
14.594636662258544,30.25804029157763,24.0
13.957167204659722,32.00956364664139,17.0
12.960119657065617,33.10350607297159,13.0
9.97451965991491,32.970015691269296,13.0
13.115248293985253,33.20181120226171,20.0
8.441542769155404,32.71882886144403,25.0
9.974936242247548,31.0662121021211,12.0
9.158400787661611,30.99543315524083,21.0
10.792967296278334,29.568020474167987,18.0
17.427954961125366,35.47785503863185,21.0
4.822624347732045,31.877289210838562,20.0
12.427471265390373,31.342476771912946,22.0
5.478666244763973,29.876113097571046,22.0
8.853014570379962,37.546256555435086,17.0
13.491550614251128,29.46926647055264,25.0
10.377337526371234,30.69895598339669,19.0
6.914987851173486,32.3288115831092,19.0
7.96997635282879,32.63781599320128,13.0
12.126299536281358,33.29328173404696,10.0
7.871990068513945,34.93244698235563,25.0
10.69202403812347,32.26915180643763,16.0
10.162904902730508,29.08418504613658,16.0
8.058918845107561,30.621579635275364,14.0
16.437077039703137,31.690180455136208,23.0
11.902524491313025,35.14984572681598,18.0
3.9248618767269328,28.15650227995654,21.0
10.56317454416643,33.29583707450021,23.0
8.025972510790695,31.18894446281429,18.0
12.580147548779738,32.44307890620713,16.0
7.660791696343491,30.501610607027473,13.0
9.71363548010659,28.9588067360271,8.0
11.596274263832244,32.08338893862296,23.0
12.706012974566665,31.82838593697734,22.0
6.5392495052159685,32.40143714264163,15.0
9.17197016623383,30.36844181297968,15.0
8.789902767105747,29.13307318374391,23.0
8.297929803750772,27.15275740059225,20.0
15.601355726305203,31.846649848445264,19.0
11.570891515867562,30.9932217141114,24.0
6.62810539036348,28.15139419541882,22.0
13.222989534160652,28.94331586422978,26.0
16.89833083511181,29.02444613926138,17.0
13.695503705667154,26.929502019617132,20.0
6.110004337564984,28.19762954325119,21.0
9.28915095812392,27.50288317002339,18.0
14.620028700867199,28.883171259086225,18.0
8.777401092526553,28.168365289634718,20.0
12.316621724775137,26.329436797226652,20.0
13.397425366005665,33.56637853838061,21.0
8.38466202806422,31.964105789407917,20.0
11.082341312524376,27.838896260765534,28.0
1.636074814942038,29.87978290123187,17.0
8.389129299651696,30.107979205941465,15.0
10.810418127256353,31.593443238830712,20.0
7.933976031866439,27.51240721616737,15.0
16.687091444682437,31.272309448227695,26.0
7.615249301651908,27.93090636578773,22.0
10.704593500792004,26.293765333295774,21.0
12.539192220970468,30.352698067754062,22.0
16.596174991638474,31.425047786234746,20.0
8.09324426114607,33.958635569854195,18.0
16.021837127786753,26.322843959685418,15.0
12.697547173102196,30.059810365986912,20.0
9.859757318651074,27.782254078507457,19.0
14.330907167085893,30.108678014478798,26.0
13.684911370749138,25.541313333995355,18.0
11.432982007209048,25.89732186680688,25.0
13.591645705039682,26.81192717831192,17.0
12.377552486852885,28.462675994589,21.0
14.027885657030527,26.96392132847519,20.0
15.830090971062276,29.50580255350611,19.0
18.760577160495618,30.183376275468838,27.0
10.45030688948938,29.270927542937272,26.0
20.726414604679114,31.251834442891937,26.0
8.636881175456118,28.788709393570237,16.0
14.205822050976808,25.46637889089117,18.0
16.596297175479442,30.570369609364366,17.0
15.846556772036074,26.57708531231374,15.0
13.309716723088904,29.552361698729722,25.0
14.7296114547906,30.82347449295217,25.0
14.0529966719692,28.53422656111112,19.0
13.943713615833406,24.573749130392205,22.0
18.442137808119664,25.675238937890537,12.0
17.147544217980606,30.10313751642042,23.0
14.182504565915679,27.06578576034111,19.0
19.146264026419328,27.509966365341864,21.0
17.557014978044784,28.815670220710885,22.0
19.262700695796532,28.63829138413135,11.0
18.9032691008349,27.75129991859057,11.0
14.718859985244524,26.72485666384735,21.0
15.717881965104404,26.465796153758273,10.0
19.833926564028193,28.756324839283998,18.0
19.617740357516798,28.097522805920953,17.0
17.919393910546265,26.42611054405083,14.0
18.530357107205386,29.05573998052692,8.0
22.208374535213732,26.584737627936956,28.0
16.798320398309926,25.091265318344988,26.0
20.412552192444615,25.22893291686747,28.0
18.36339905534734,24.742185583984888,25.0
18.516062362143376,26.108155835603945,18.0
22.664897833495445,29.074256003401604,17.0
22.044530194876803,24.95097884201911,17.0
22.20869660807812,26.89301979378283,18.0
23.884583403531607,25.158133005402792,25.0
20.23115052974177,25.906888358144442,18.0
22.41392268814316,23.363976955596936,27.0
19.637041053290414,25.90010084349982,18.0
21.739890800390516,25.911456148051162,25.0
20.57620605321112,27.33771069609641,24.0
21.456479943483092,26.6625493499711,27.0
23.14935377572672,23.778647233242513,19.0
19.1070657657317,28.303869511969634,35.0
28.03611008820122,26.51672446954014,18.0
18.937413006506336,26.454160762223996,22.0
18.50863404251496,26.00088038720539,20.0
25.820406779981003,24.94622355049312,16.0
24.91499812158904,26.380464320589745,15.0
24.60528940092659,26.859791316535112,16.0
24.809793252091534,22.379217136241607,20.0
23.078673316593033,24.76052575251787,13.0
20.613061307595615,25.29384269130226,19.0
23.720326997848527,26.28242270601132,23.0
21.648119971187512,28.123709285151072,22.0
26.790184295452047,24.161277494217977,20.0
23.607327061659568,24.677178402538903,16.0
21.754062381052435,24.617052916638958,26.0
23.446759046553044,24.008765909186565,17.0
25.828309226603775,24.88783369466176,23.0
23.075103752877073,27.09488699157038,28.0
22.474472324686786,23.417382218128388,18.0
25.84507485843526,26.353151857757393,16.0
26.019747112755475,22.066891968869864,15.0
23.932738180289633,24.321901491945212,21.0
24.20699174215246,24.760191715816752,18.0
26.480547455954913,28.74419823882237,23.0
21.602121922331314,24.82090246353344,10.0
21.88358245594013,20.94477165503271,19.0
24.10779763945925,21.326959298485257,16.0
25.777440203613796,25.371005295488743,19.0
27.5025886839819,26.509430750075005,21.0
31.14539110767727,26.012480864688268,25.0
29.439070156682444,25.5771298421544,21.0
26.5302981824657,27.547672736122493,27.0
27.09428368188551,24.12588138273637,18.0
24.282102307345333,26.977544418385953,19.0
27.36959330998085,21.90710492684397,18.0
26.691629163810124,23.345404921964484,25.0
28.655210182931825,21.526140663347434,20.0
25.33173637329953,24.576215047440176,16.0
29.49471818121505,25.01982697714183,21.0
32.65497024639986,25.327759844482838,26.0
27.847325336941157,25.21129669843004,18.0
29.492323890195177,23.221164027102546,25.0
30.46788887562314,24.685299018657386,24.0
27.30070479062814,22.06116835075595,15.0
29.280151324420267,27.773573099018414,13.0
28.745715719256296,24.431690341925766,11.0
29.097548391176836,24.053772743745295,21.0
26.578550631937198,28.202804443820046,19.0
29.060611480893098,22.534586870469145,16.0
30.566982093908187,22.762840118765492,14.0
33.508695231696024,22.817287156468474,28.0
32.11169209101081,24.870478222060413,20.0
35.76834876100581,25.866757691799545,17.0
27.07795707908324,26.480899509654552,15.0
32.06440818234357,30.144374347169432,16.0
30.061139941286147,20.50113512241186,17.0
36.14038605685719,26.217868767518823,29.0
27.202117470980248,23.887315180287146,16.0
27.160031193772536,23.830705757345562,19.0
27.92933162761807,23.766732215632963,21.0
23.40024436052881,23.192257806683905,15.0
28.23517979560134,28.383147202708926,20.0
27.571635356054514,26.7037716098486,18.0
30.33286369819863,25.071426578721514,16.0
30.935646722974376,27.733701120585565,21.0
35.563623750781815,22.01402297053313,18.0
32.807141273156695,22.38585705750458,20.0
28.24193510191545,20.70029212921753,13.0
27.290189439700974,23.66713124118122,20.0
31.4699843128648,25.399861036319688,25.0
26.038322964417823,25.293454092743005,19.0
35.49419519446162,25.39846124407589,20.0
33.5349357762516,22.290469894710103,15.0
28.581886462083606,26.732462825832265,14.0
24.83881220325811,25.61973968946889,22.0
34.0246441318849,26.621683817695878,24.0
29.600233614523553,21.385898432867247,21.0
33.63415081841736,25.81100649429206,20.0
25.110299489850714,22.829848146849255,22.0
28.06438068003552,24.428835121404365,22.0
29.843215259913173,26.311060744880688,23.0
29.9294734912817,25.444110857330568,20.0
28.39546756260662,23.57917669726183,19.0
31.56744790549336,25.31587311899018,18.0
26.44539152178313,22.26206017156604,16.0
29.166609883864762,27.648200028083085,24.0
29.89629339164144,24.960358549368834,21.0
31.016567120797546,27.632011112249582,20.0
31.542150201064402,24.366552020676696,19.0
25.9636714426629,24.397883264961255,15.0
24.661812442760795,23.942793219380782,13.0
33.020037118992775,27.25035382789945,18.0
30.103125707396078,24.106686249121925,19.0
26.77625872789327,26.842981151808473,25.0
33.58710036318909,24.817821926060653,24.0
29.1890210998977,21.660426745999974,17.0
32.28470482862113,24.50203739545733,20.0
28.850686191382547,23.315442112197424,24.0
34.728232855528766,25.773132980231715,22.0
33.70645166025565,23.35685208729748,30.0
27.58460068041644,27.622623766627385,16.0
31.133937485479088,25.62218867469468,29.0
30.03979640786899,25.483470799363015,23.0
32.09076579883195,27.185419658408435,20.0
24.968109469628978,27.837066581014138,21.0
29.795897909395453,25.905311710293265,19.0
30.784785673736504,24.43999862164064,24.0
22.202018734279555,22.47197773736959,15.0
23.794195440743806,24.68595708425416,21.0
21.089070740179878,24.862387654395913,17.0
26.25846045402511,26.350292468204657,19.0
29.07639483048349,25.48585292886721,16.0
31.28515691021095,27.592579233469227,15.0
26.85197664208116,25.03190447589956,18.0
31.36449369590905,26.185531113849645,23.0
22.18470607048099,28.7099089409343,27.0
21.058696593144983,27.06847665479711,15.0
25.843566825291045,26.308208179403707,17.0
27.001368275735537,25.268409488277683,22.0
25.587710100788417,25.250401884287555,13.0
19.3178162191757,24.86074871019077,23.0
25.084922591574795,25.52560920728386,12.0
21.26887355769519,28.16513239110732,16.0
27.01922621106896,26.256724782633857,15.0
25.935925791614544,24.048171338010757,18.0
21.840479795146646,30.33178037697511,15.0
22.94064251739577,27.48359719292872,24.0
21.124933981470832,24.078498200034197,13.0
23.93314756059805,26.057890895522196,24.0
26.80357370020859,27.213043135139472,21.0
20.796355279798,30.450606283439708,19.0
25.07955828213682,24.875811179467686,24.0
21.789104277315353,29.09518589728156,18.0
20.81236512670649,29.993592059214603,17.0
22.679722683787176,25.98926367686267,23.0
19.703716651054897,26.74392834851156,23.0
20.95600181694508,25.27914242339909,16.0
18.829775424892695,26.99805774986934,22.0
28.12307453975164,27.385424663817847,27.0
22.139288305322744,28.83192627700105,27.0
19.738106261888074,29.747403538292875,32.0
22.2822727659092,26.12563492800634,24.0
21.105743021132085,23.742338974479225,19.0
20.581635436470947,27.690024555786824,17.0
22.88836359896663,28.37546847574113,24.0
23.11928756128913,28.343453651667755,17.0
19.055823226144078,27.247833415782612,21.0
18.72017526283336,28.207573681000508,17.0
19.422599163078647,31.04616771673826,22.0
13.142015931694532,28.836265165078874,15.0
15.302212299540024,27.38387982584265,21.0
23.748475232479684,27.188332977692937,20.0
24.382963368993103,27.90741884003495,19.0
18.50138067671277,31.57927230593543,19.0
20.77888884590369,27.998124506598902,19.0
19.784077881861865,28.384326288234192,14.0
27.88853915879576,27.51872314710557,17.0
21.81273000626474,30.740989288996413,19.0
17.872979413327904,32.52259701849472,23.0
15.19353506565975,29.564266833276655,20.0
13.045017537959893,28.88891366455845,14.0
18.279801746531525,28.85746011708483,17.0
15.206345147864507,24.075997480931548,20.0
13.015632607097555,30.395809922010827,17.0
15.150758441607513,29.23490917248907,17.0
13.655080212305585,29.884490059219324,23.0
21.771636326154425,27.66626309047211,24.0
19.1669337611414,28.381797554030403,22.0
16.311290783530865,28.39031797195294,24.0
20.589701208992253,31.317393412001852,19.0
16.19817380125516,28.578520782531232,20.0
13.200029878981287,33.56335785416662,20.0
20.17275471022147,30.321852857647965,22.0
17.041371193300762,26.970937863195864,22.0
12.135991265672832,29.327460399408604,16.0
14.501703205552573,28.343517457075603,21.0
12.272824837408185,25.32047265342751,21.0
10.580280822586131,32.9705947960088,32.0
17.338321533701226,31.240389001702223,16.0
20.12132370005223,30.962995475467253,22.0
10.03289864045048,30.28988124170784,20.0
15.755345137749943,27.25753825977992,28.0
11.95471913199891,29.116835223310876,26.0
12.287917359777092,31.830114021558014,25.0
11.817258609315289,28.10657248346763,21.0
10.850177082394016,25.207901323789045,20.0
13.438046337476113,29.879612942045927,24.0
10.65264608460284,30.112642691399348,28.0
13.812623601404091,30.729555575280305,15.0
12.709094891380772,31.97766534391809,16.0
12.004377155903406,31.857957648714887,21.0
9.862853801584603,31.162312549223067,8.0
10.722519970437991,33.09776188493151,25.0
14.589315579841443,27.730575296856358,18.0
13.699272046340825,31.83937415827957,22.0
9.140354617937145,32.14485320813432,22.0
12.250687823653006,28.474078523174693,19.0
14.089741648854245,28.008739555800773,15.0
6.713519465779348,29.583715687487874,13.0
13.241282112188806,29.813468162379632,12.0
9.516151891653823,32.704163497597364,20.0
13.112039085167618,30.028833446864382,12.0
9.010125308763723,29.605603875301487,22.0
5.788396098289743,30.15521735425669,17.0
6.22707337427452,33.67571802628635,28.0
11.16416981673795,31.524283881653282,24.0
11.712888685024467,31.199204766853065,24.0
8.138203898298968,31.396962116311204,16.0
12.688023160204054,34.260107429753475,24.0
5.712468585976163,30.23639508575943,21.0
10.427293430205117,34.424235849344214,14.0
6.924737942102041,32.27241240694285,17.0
8.53830869271422,31.58849230620652,31.0
10.575845851247363,36.96874499798796,14.0
7.796068975139127,29.9129706234858,12.0
9.171150620065145,31.373867400030417,15.0
13.295073806259762,29.673040567571007,26.0
8.500787288108366,34.099157070704564,27.0
12.69771403553051,35.62859823620644,19.0
6.764615552150019,35.64570157862865,12.0
11.710185440928294,34.80902888371645,22.0
14.416467119331571,32.02079688146356,18.0
2.6517792705403957,31.740084800713348,16.0
7.654951700524796,29.182370128313245,17.0
11.759760156781969,36.65020518052334,29.0
9.406302374954421,33.569759824481224,32.0
11.11976460250143,31.70082420250109,25.0
8.189257207503996,35.39336664941743,18.0
10.259867296911665,30.8438110069347,21.0
9.53595122265419,33.65423544920483,22.0
13.513212781683992,32.546940553359335,11.0
10.784008714643669,34.220308642701355,19.0
11.048425327472257,32.866102994936476,26.0
8.818843219592706,30.141222312220037,21.0
8.614490300203657,33.243583386155194,17.0
8.806438207533557,35.239028284942385,20.0
11.318231219646787,33.131245728126,22.0
8.906629290120328,34.787788940871984,15.0
11.077547279176065,31.193874022245843,12.0
16.47698166069017,33.2792724388573,27.0
12.910609489622175,32.12911356098496,22.0
9.36950187387662,34.91790877049831,22.0
14.005412170239552,33.532207849172806,16.0
9.235581381914455,34.89410765237687,20.0
4.4072869424756735,35.733567677926494,20.0
7.563045871691769,34.9850145485582,32.0
5.044338250378454,34.19108206921666,24.0
9.675319960163275,31.690918986273353,21.0
10.8619698809219,33.72369344470864,18.0
15.91655820277229,32.7044243345839,14.0
11.95220488982399,33.1232275483986,21.0
10.401908995203136,33.10244196696132,18.0
13.638791334836828,31.93121213490853,34.0
4.6120723260920595,30.015331151494387,15.0
12.050727281244118,32.63205322259023,23.0
13.758346873525914,34.39280916763242,31.0
7.115281824900213,31.346781180264017,23.0
15.090971433359057,34.110953019736776,23.0
12.787203272796155,37.915941243679455,17.0
10.641146259856008,36.196690330262044,24.0
13.903896638950396,37.47218454345239,21.0
18.939368326110365,35.00122767093181,25.0
12.797776209069148,36.58720274911571,25.0
13.124825919710675,32.83680043332488,15.0
11.133116011844171,33.02792667100541,17.0
10.095695572392213,28.869529642469683,18.0
15.273207911206388,36.75062451604901,22.0
10.353807788213437,37.48882093511167,22.0
13.279447863886954,33.33096912422583,22.0
11.777240706092483,33.957877518787264,23.0
14.795332242038224,32.98581625167621,22.0
14.510215353411606,35.28590502293175,19.0
16.77528136491871,36.79681411727402,23.0
12.288579681065427,31.087045734061547,17.0
13.167443883265976,35.416392940429354,23.0
11.20162644553525,34.06838018052529,18.0
12.968231471192727,34.87199821778668,20.0
15.598485868609753,35.58595734256823,20.0
16.905236669931707,34.31359500632806,22.0
12.037607498113127,34.50412391877611,27.384615384615387
17.584832170947383,34.30410890152347,45.769230769230774
19.216848454279834,36.692313907875615,66.15384615384616
16.566100016152834,35.60828125165256,79.53846153846155
21.133912792328182,35.23026281221888,79.92307692307692
13.361686335421464,32.2647784134407,103.3076923076923
12.13034512174454,34.066357453819286,113.6923076923077
10.711058005078065,36.63693668083578,124.07692307692308
20.7198422661668,34.93031674891948,135.46153846153845
18.380804146693887,36.1885532124285,157.84615384615384
16.438383880198508,38.41631969653586,169.23076923076923
17.633832386766077,36.97355105184864,188.6153846153846
13.607530367438034,35.09493336338725,191.0
24.512530810493626,33.898149160782125,12.0
17.755345632267673,29.823770362335523,13.0
17.889326576923857,34.604071324439296,26.0
19.932877682177523,34.298015796308384,21.0
19.393938862014437,35.73919936148763,17.0
18.81871620417701,34.658307953125785,19.0
15.97253487918097,34.33222377668229,20.0
19.95591982572371,31.42029450284351,13.0
24.385728127191705,33.10447720080797,15.0
22.974558781022953,35.942256631590894,23.0
23.91692719365475,38.424531989138416,20.0
17.80313399719444,34.800648034434104,25.0
16.567645557210284,35.65352245635184,19.0
19.35896365899747,36.90427721863234,28.0
20.10346902418956,33.378172494129096,17.0
23.41886419219904,35.73344668126846,18.0
15.258836583066907,33.51791539871793,12.0
25.12468777831251,36.726840437779884,16.0
20.26160506433211,35.29751280510232,19.0
19.654283248669433,35.58834507280113,20.0
18.09753707305592,33.42219908306977,20.0
16.367750398602112,36.39663655967562,13.0
23.999769471046537,39.14639472875013,16.0
21.947536843002858,32.95476490000287,29.0
18.054334454348897,34.28391303582761,20.0
18.234845388310077,35.41871323371855,25.0
21.307744153145006,36.51960365710855,24.0
27.516253364965173,33.81821868420657,20.0
21.923501631027552,29.26099925132999,15.0
18.384852847541236,37.634417553698874,19.0
22.347900862322074,36.425261417270285,20.0
22.456573682133918,31.40579845090343,23.0
15.372388945255365,33.6632359449333,30.0
23.48708358385353,38.00065616822391,27.0
23.142623963500064,37.74504189114116,20.0
26.107971899402173,36.711129128090946,15.0
29.748538653102443,34.465268964236216,15.0
27.762002408088392,34.96636069559374,15.0
23.754525334461544,34.520676223005296,24.0
21.418673350834577,37.02040211484013,27.0
32.63349492048773,32.992888097151145,23.0
25.2642699457672,33.11288263234747,19.0
25.299567074411303,36.724201957070896,12.0
25.354465450714518,34.59336577748088,24.0
26.187985843792234,37.41672773768486,24.0
25.32530375711848,33.29374486790929,16.0
24.19974912643152,34.50346433051905,24.0
24.440140262416246,32.74372607568104,25.0
26.140007008795298,34.578091450466616,20.0
24.763047015795877,31.580373239205368,15.0
24.40728124763102,33.53559232687154,12.0
27.01498830504171,31.611038681935934,20.0
26.077966806232947,35.8433795761803,14.0
31.4993411926271,35.86000231933904,16.0
19.17612171835635,30.936897026685635,16.0
30.542369098554207,37.035105738172895,22.0
31.142014477017373,39.33139387243807,24.0
21.316537154193362,34.397128186254825,14.0
26.638579438417615,32.990766019992115,26.0
26.679187437244423,39.8888672034032,14.0
23.694725465549446,31.568817982183617,22.0
25.704394202743583,34.212859573011556,19.0
24.82348541439564,34.497130877473765,17.0
33.52613098989532,36.79277472973041,14.0
31.18715393029045,34.785909591621156,14.0
32.302231191287234,33.03248063066185,18.0
30.756634340694664,32.09006682234154,18.0
25.305078544467428,33.270855253569735,15.0
27.21581199118562,31.902089620709468,15.0
30.351119773688577,33.972428572370326,14.0
25.30668288331124,32.70861342461646,17.0
31.198542713601782,30.808558524946985,13.0
28.421428643530884,36.26596079910964,30.0
28.097142990239067,32.71877247066,22.0
31.429997373168845,31.135711879419944,12.0
30.701700735659493,33.29276145198588,26.0
28.354058196983807,33.72275001691405,24.0
32.979217340920094,30.049240291558355,25.0
26.318508819922982,34.16108247726486,17.0
31.466151943417312,31.358538883804872,29.0
31.45044800654539,36.82943901632303,17.0
28.791435696007788,34.409297402439854,25.0
